rule_index,name,description,rule,severity,mitre_attack_id,annotations,cluster,keywords
e44,Kernel Module Removal,"Kernel modules are pieces of code that can be loaded and unloaded into the kernel upon demand. They extend the
functionality of the kernel without the need to reboot the system. This rule identifies attempts to remove a kernel
module.
","event.category:process and event.type:(start or process_started) and
  process.args:((rmmod and sudo) or (modprobe and sudo and (""--remove"" or ""-r"")))
",high,"['T1547', 'T1562']",{'sudo'},124.0,"['modules', 'kernel', 'module', 'remove', 'reboot']"
e45,System Log File Deletion,"Identifies the deletion of sensitive Linux system logs. This may indicate an attempt to evade detection or destroy
forensic evidence on a system.
","file where event.type == ""deletion"" and
  file.path :
    (
    ""/var/run/utmp"",
    ""/var/log/wtmp"",
    ""/var/log/btmp"",
    ""/var/log/lastlog"",
    ""/var/log/faillog"",
    ""/var/log/syslog"",
    ""/var/log/messages"",
    ""/var/log/secure"",
    ""/var/log/auth.log""
    ) and
    not process.name : (""gzip"")
",medium,['T1070'],{'forensic'},85.0,"['logs', 'forensic', 'detection', 'linux', 'deletion']"
e46,Enumeration of Kernel Modules,"Loadable Kernel Modules (or LKMs) are pieces of code that can be loaded and unloaded into the kernel upon demand. They
extend the functionality of the kernel without the need to reboot the system. This identifies attempts to enumerate
information about a kernel module.
","event.category:process and event.type:(start or process_started) and
  process.args:(kmod and list and sudo or sudo and (depmod or lsmod or modinfo))
",medium,['T1082'],{'sudo'},124.0,"['lkms', 'modules', 'kernel', 'module', 'loadable']"
e47,Hping Process Activity,"Hping ran on a Linux host. Hping is a FOSS command-line packet analyzer and has the ability to construct network packets
for a wide variety of network security testing applications, including scanning and firewall auditing.
","event.category:process and event.type:(start or process_started) and process.name:(hping or hping2 or hping3)
",high,['T1082'],,198.0,"['hping', 'scanning', 'linux', 'analyzer', 'packets']"
e48,Nping Process Activity,"Nping ran on a Linux host. Nping is part of the Nmap tool suite and has the ability to construct raw packets for a wide
variety of security testing applications, including denial of service testing.
","event.category:process and event.type:(start or process_started) and process.name:nping
",medium,['T1046'],"{'nmap', 'nping'}",123.0,"['nping', 'nmap', 'packets', 'linux', 'testing']"
e49,Virtual Machine Fingerprinting,"An adversary may attempt to get detailed information about the operating system and hardware. This rule identifies
common locations used to discover virtual machine hardware by a non-root user. This technique has been used by the Pupy
RAT and other malware.
","event.category:process and event.type:(start or process_started) and
  process.args:(""/sys/class/dmi/id/bios_version"" or
                ""/sys/class/dmi/id/product_name"" or
                ""/sys/class/dmi/id/chassis_vendor"" or
                ""/proc/scsi/scsi"" or
                ""/proc/ide/hd0/model"") and
  not user.name:root
",high,['T1082'],"{'root', 'hardware', 'malware', 'pupy'}",,"['malware', 'virtual', 'adversary', 'hardware', 'root']"
e50,Abnormal Process ID or Lock File Created,"Identifies the creation of a Process ID (PID), lock or reboot file created in temporary file storage paradigm (tmpfs)
directory /var/run. On Linux, the PID files typically hold the process ID to track previous copies running and manage
other tasks. Certain Linux malware use the /var/run directory for holding data, executables and other tasks, disguising
itself or these files as legitimate PID files.
","/* add file size filters when data is available */
file where event.type == ""creation"" and user.id == ""0"" and
    file.path regex~ """"""/var/run/\w+\.(pid|lock|reboot)"""""" and file.extension in (""pid"",""lock"",""reboot"") and

    /* handle common legitimate files */

    not file.name in (
    ""auditd.pid"",
    ""python*"",
    ""apport.pid"",
    ""apport.lock"",
    ""kworker*"",
    ""gdm3.pid"",
    ""sshd.pid"",
    ""acpid.pid"",
    ""unattended-upgrades.lock"",
    ""unattended-upgrades.pid"",
    ""cmd.pid"",
    ""cron*.pid"",
    ""yum.pid"",
    ""netconfig.pid"",
    ""docker.pid"",
    ""atd.pid"",
    ""lfd.pid"",
    ""atop.pid"",
    ""nginx.pid"",
    ""dhclient.pid"",
    ""smtpd.pid"",
    ""stunnel.pid""
    )
",medium,['T1106'],"{'malware', 'bpfdoor', 'entropy'}",,"['tmpfs', 'process', 'malware', 'pid', 'executables']"
e51,Netcat Network Activity,"A netcat process is engaging in network activity on a Linux host. Netcat is often used as a persistence mechanism by
exporting a reverse shell or by serving a shell on a listening port. Netcat is also sometimes used for data
exfiltration.
","sequence by process.entity_id
  [process where (process.name == ""nc"" or process.name == ""ncat"" or process.name == ""netcat"" or
                  process.name == ""netcat.openbsd"" or process.name == ""netcat.traditional"") and
     event.type == ""start""]
  [network where (process.name == ""nc"" or process.name == ""ncat"" or process.name == ""netcat"" or
                  process.name == ""netcat.openbsd"" or process.name == ""netcat.traditional"")]
",medium,['T1059'],{'shell'},199.0,"['netcat', 'shell', 'process', 'linux', 'port']"
e52,Interactive Terminal Spawned via Perl,"Identifies when a terminal (tty) is spawned via Perl. Attackers may upgrade a simple reverse shell to a fully
interactive tty after obtaining initial access to a host.
","event.category:process and event.type:(start or process_started) and process.name:perl and
  process.args:(""exec \""/bin/sh\"";"" or ""exec \""/bin/dash\"";"" or ""exec \""/bin/bash\"";"")
",high,['T1059'],"{'shell', 'terminal'}",110.0,"['perl', 'tty', 'terminal', 'shell', 'spawned']"
e53,Process Started from Process ID (PID) File,"Identifies a new process starting from a process ID (PID), lock or reboot file within the temporary file storage
paradigm (tmpfs) directory /var/run directory. On Linux, the PID files typically hold the process ID to track previous
copies running and manage other tasks. Certain Linux malware use the /var/run directory for holding data, executables
and other tasks, disguising itself or these files as legitimate PID files.
","process where event.type == ""start"" and user.id == ""0"" and process.executable regex~ """"""/var/run/\w+\.(pid|lock|reboot)""""""
",high,['T1059'],"{'malware', 'bpfdoor'}",,"['tmpfs', 'process', 'malware', 'pid', 'executables']"
e54,Binary Executed from Shared Memory Directory,"Identifies the execution of a binary by root in Linux shared memory directories: (/dev/shm/, /run/shm/, /var/run/,
/var/lock/). This activity is to be considered highly abnormal and should be investigated. Threat actors have placed
executables used for persistence on high-uptime servers in these directories as system backdoors.
","process where event.type == ""start"" and
    event.action == ""exec"" and user.name == ""root"" and
    process.executable : (
        ""/dev/shm/*"",
        ""/run/shm/*"",
        ""/var/run/*"",
        ""/var/lock/*""
    ) and
    not process.executable : ( ""/var/run/docker/*"")
",high,['T1059'],"{'root', 'bpfdoor'}",,"['executables', 'execution', 'backdoors', 'root', 'binary']"
e55,Interactive Terminal Spawned via Python,"Identifies when a terminal (tty) is spawned via Python. Attackers may upgrade a simple reverse shell to a fully
interactive tty after obtaining initial access to a host.
","event.category:process and event.type:(start or process_started) and
  process.name:python* and
  process.args:(""import pty; pty.spawn(\""/bin/sh\"")"" or
                ""import pty; pty.spawn(\""/bin/dash\"")"" or
                ""import pty; pty.spawn(\""/bin/bash\"")"")
",high,['T1059'],"{'shell', 'terminal'}",110.0,"['tty', 'terminal', 'shell', 'python', 'spawned']"
e56,Linux Restricted Shell Breakout via  Linux Binary(s),"Identifies Linux binary(s) abuse to breakout of restricted shells or environments by spawning an interactive system
shell. The linux utility(s) activity of spawning shell is not a standard use of the binary for a user or system
administrator. It may indicates an attempt to improve the capabilities or stability of an adversary access.
","process where event.type == ""start"" and

    /* launch shells from unusual process */
    (process.name == ""capsh"" and process.args == ""--"") or

    /* launching shells from unusual parents or parent+arg combos */
    (process.name in (""bash"", ""sh"", ""dash"",""ash"") and
        (process.parent.name in (""byebug"",""git"",""ftp"",""strace"")) or

        /* shells specified in parent args */
        /* nice rule is broken in 8.2 */
        (process.parent.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""/bin/ash"", ""sh"", ""bash"", ""dash"", ""ash"") and
            (
             (process.parent.name == ""nice"") or
             (process.parent.name == ""cpulimit"" and process.parent.args == ""-f"") or
             (process.parent.name == ""find"" and process.parent.args == ""-exec"" and process.parent.args == "";"") or
             (process.parent.name == ""flock"" and process.parent.args == ""-u"" and process.parent.args == ""/"")
            )
        ) or

         /* shells specified in args */
         (process.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""/bin/ash"", ""sh"", ""bash"", ""dash"", ""ash"") and
            (process.parent.name == ""crash"" and process.parent.args == ""-h"") or
            (process.name == ""sensible-pager"" and process.parent.name in (""apt"", ""apt-get"") and process.parent.args == ""changelog"")
            /* scope to include more sensible-pager invoked shells with different parent process to reduce noise and remove false positives */
          )
    ) or
    (process.name == ""busybox"" and process.args_count == 2 and process.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""/bin/ash"", ""sh"", ""bash"", ""dash"", ""ash"") )or
    (process.name == ""env"" and process.args_count == 2 and process.args in (""/bin/sh"", ""/bin/bash"", ""/bin/dash"", ""/bin/ash"", ""sh"", ""bash"", ""dash"", ""ash"")) or
    (process.parent.name in (""vi"", ""vim"") and process.parent.args == ""-c"" and process.parent.args in ("":!/bin/bash"", "":!/bin/sh"", "":!bash"", "":!sh"")) or
    (process.parent.name in (""c89"",""c99"", ""gcc"") and process.parent.args in (""sh,-s"", ""bash,-s"", ""dash,-s"", ""ash,-s"", ""/bin/sh,-s"", ""/bin/bash,-s"", ""/bin/dash,-s"", ""/bin/ash,-s"") and process.parent.args == ""-wrapper"") or
    (process.parent.name == ""expect"" and process.parent.args == ""-c"" and process.parent.args in (""spawn /bin/sh;interact"", ""spawn /bin/bash;interact"", ""spawn /bin/dash;interact"", ""spawn sh;interact"", ""spawn bash;interact"", ""spawn dash;interact"")) or
    (process.parent.name == ""mysql"" and process.parent.args == ""-e"" and process.parent.args in (""\\!*sh"", ""\\!*bash"", ""\\!*dash"", ""\\!*/bin/sh"", ""\\!*/bin/bash"", ""\\!*/bin/dash"")) or
    (process.parent.name == ""ssh"" and process.parent.args == ""-o"" and process.parent.args in (""ProxyCommand=;sh 0<&2 1>&2"", ""ProxyCommand=;bash 0<&2 1>&2"", ""ProxyCommand=;dash 0<&2 1>&2"", ""ProxyCommand=;/bin/sh 0<&2 1>&2"", ""ProxyCommand=;/bin/bash 0<&2 1>&2"", ""ProxyCommand=;/bin/dash 0<&2 1>&2"")) or
    (process.parent.name in (""nawk"", ""mawk"", ""awk"", ""gawk"") and process.parent.args : ""BEGIN {system(*)}"")
",medium,['T1059'],"{'combos', 'shell', 'stop', 'guard', 'ftp'}",,"['shell', 'shells', 'linux', 'binary', 'spawning']"
